,Precio,Currency,Precio_EUR,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Country,City,Number of views last 7 days
3741,860000.0,EUR,860000.0,Motor Yacht,Sunseeker power boats,Used boat,2009,19.88,5.67,unknown,Croatia (Hrvatska) , Croatia,88
3742,860000.0,EUR,860000.0,Flybridge,Princess power boats,"Used boat,Diesel",2017,15.7,4.3,unknown,Spain,,108
3743,850000.0,EUR,850000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2011,20.15,5.23,GRP,Italy , Adria (IT) ,167
3744,850000.0,EUR,850000.0,Flybridge,Absolute power boats,"Used boat,Diesel",2015,17.0,5.0,GRP,Croatia (Hrvatska),,73
3745,850000.0,EUR,850000.0,Hardtop,Overmarine power boats,"Used boat,Diesel",2006,25.07,5.9,GRP,Italy , Lazio ,141
3746,850000.0,EUR,850000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,22.43,5.67,GRP,Turkey , Bodrum,43
3747,850000.0,EUR,850000.0,Passenger boat,unknown,"Used boat,Diesel",2010,37.0,7.6,Steel,Netherlands , Omgeving Roermond,110
3748,850000.0,EUR,850000.0,Motor Yacht,unknown,"Used boat,Diesel",2009,26.05,6.12,GRP,Italy,,91
3749,850000.0,EUR,850000.0,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,23.5,6.0,unknown,Italy , Campania ,95
3750,850000.0,EUR,850000.0,Motor Yacht,Galeon power boats,"Used boat,Diesel",2010,21.95,5.25,unknown,Croatia (Hrvatska) , Croatia,96
3751,850000.0,EUR,850000.0,Flybridge,Cranchi power boats,Used boat,2018,15.82,4.67,GRP,Croatia (Hrvatska) , onbekend,74
3752,849000.0,EUR,849000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,20.3,4.91,GRP,Croatia (Hrvatska),,26
3753,849000.0,EUR,849000.0,Flybridge,Absolute power boats,"Used boat,Diesel",2015,17.0,5.0,unknown,Croatia (Hrvatska) , Croatia,57
3754,849000.0,EUR,849000.0,Hardtop,Absolute power boats,"Used boat,Diesel",2010,19.85,5.15,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,68
3755,849000.0,EUR,849000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,16.11,4.49,GRP,France , Alpes Maritimes ,112
3756,849000.0,EUR,849000.0,Flybridge,Maiora power boats,Used boat,2008,23.3,5.8,GRP,Croatia (Hrvatska) ," Trogir, (CRO)",42
3757,849000.0,EUR,849000.0,Motor Yacht,Sunseeker power boats,Used boat,2000,26.56,5.95,GRP,Croatia (Hrvatska) , onbekend,71
3758,849000.0,EUR,849000.0,Trawler,Linssen power boats,"Used boat,Diesel",2010,14.98,4.88,Steel,Netherlands , In verkoophaven,92
3759,849000.0,EUR,849000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2013,16.81,4.75,GRP,Spain , Baleares ,81
3760,849000.0,EUR,849000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2015,17.65,5.01,unknown,Croatia (Hrvatska) , Adria,174
3761,849000.0,EUR,849000.0,Flybridge,Tecnomar power boats,"Used boat,Diesel",2004,26.63,6.32,GRP,Italy,,47
3762,844543.0,EUR,844543.0,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",0,14.0,6.0,GRP,Germany , Ostsee ,71
3763,766999.0,GBP,874378.8599999999,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2017,19.0,4.88,PVC,Ireland ," Dublin, Dublin",46
3764,840000.0,EUR,840000.0,Hardtop,Princess power boats,Used boat,2010,9.14,4.99,unknown,Croatia (Hrvatska) , Portoroz,169
3765,840000.0,EUR,840000.0,Motor Yacht,Riva power boats,"Used boat,Diesel",2009,15.74,4.61,unknown,Spain , Mallorca ,126
3766,840000.0,EUR,840000.0,Passenger boat,unknown,"Used boat,Diesel",1993,36.45,7.8,Steel,Netherlands , Omgeving Roermond,46
3767,765000.0,GBP,872099.9999999999,Motor Yacht,Princess power boats,"Used boat,Diesel",2016,17.4,4.63,GRP,Turkey , Bodrum,43
3768,839000.0,EUR,839000.0,Hardtop,Princess power boats,"Used boat,Diesel",2008,21.69,5.08,GRP,Germany , L¼becker Bucht ,243
3769,838000.0,EUR,838000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,16.1,4.5,PVC,Monaco ," MONACO, Monaco",44
3770,810000.0,EUR,810000.0,Motor Yacht,Fiart Mare power boats,"new boat from stock,Diesel",2020,13.86,4.3,PVC,France,,84
3771,800000.0,EUR,800000.0,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2001,22.5,5.6,GRP,Italy,,29
3772,800000.0,EUR,800000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2015,15.88,4.66,GRP,Portugal , lisboa,76
3773,800000.0,EUR,800000.0,Flybridge,Cranchi power boats,Used boat,2018,13.99,4.67,GRP,Italy , Campania ,142
3774,800000.0,EUR,800000.0,Motor Yacht,Atlantis power boats,Used boat,2018,16.18,4.55,unknown,Malta , St. Julians,67
3775,800000.0,EUR,800000.0,Motor Yacht,unknown,"new boat from stock,Unleaded",2019,14.8,3.8,unknown,Italy , La Spezia,90
3776,800000.0,EUR,800000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2011,20.15,5.23,unknown,Croatia (Hrvatska),,75
3777,800000.0,EUR,800000.0,Trawler,Ocean Alexander power boats,"Used boat,Diesel",2010,19.01,5.0,GRP,France , PACA,128
3778,799900.0,EUR,799900.0,Flybridge,Admiral power boats,"Used boat,Diesel",1999,25.33,6.5,Aluminium,Greece,,104
3779,799000.0,EUR,799000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,19.6,5.0,GRP,Turkey , onbekend,88
3780,799000.0,EUR,799000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,19.0,5.0,GRP,Croatia (Hrvatska) , Dalmatia,98
3781,799000.0,EUR,799000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,19.25,5.5,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL SLOWENIEN,77
3782,799000.0,EUR,799000.0,Flybridge,Dominator power boats,"Used boat,Diesel",2008,20.8,5.5,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,41
3783,799000.0,EUR,799000.0,Flybridge,Princess power boats,"Used boat,Diesel",2012,18.61,4.83,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL DUBROVNIK,205
3784,799000.0,EUR,799000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,21.69,5.08,GRP,Croatia (Hrvatska),,52
3785,799000.0,EUR,799000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,26.94,5.6,GRP,Croatia (Hrvatska),,82
3786,799000.0,EUR,799000.0,Flybridge,unknown,"Used boat,Diesel",2008,21.3,5.5,GRP,Greece,,110
3787,795000.0,EUR,795000.0,Trawler,unknown,Used boat,2005,19.95,5.65,Steel,Netherlands , Dordrecht (NL),50
3788,795000.0,EUR,795000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,19.2,5.05,GRP,Spain , Denia,56
3789,795000.0,EUR,795000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2016,17.92,4.79,PVC,Monaco ," Monaco, Monaco",115
3790,795000.0,EUR,795000.0,Motorsailer,unknown,"Used boat,Diesel",2008,23.9,7.65,Steel,Turkey , Southern Turkey,55
3791,795000.0,EUR,795000.0,Hardtop,Jetten power boats,Used boat,2016,15.15,4.88,Steel,Netherlands,,143
3792,795000.0,EUR,795000.0,Motor Yacht,unknown,"Used boat,Diesel",2017,17.6,4.0,Aluminium,Netherlands , Friesland ,181
3793,790000.0,EUR,790000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2008,21.0,5.0,GRP,Croatia (Hrvatska) , Dalmatia,99
3794,790000.0,EUR,790000.0,Motor Yacht,Pershing power boats,"Used boat,Diesel",2000,26.82,6.23,GRP,Italy , I S¼d,169
3796,790000.0,EUR,790000.0,Flybridge,Fairline power boats,Used boat,2006,22.7,5.7,GRP,Croatia (Hrvatska) ," Sibenik, (CRO)",21
3797,790000.0,EUR,790000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.25,5.46,GRP,Greece , Paleo Faliro,58
3798,790000.0,EUR,790000.0,Flybridge,Austin Parker power boats,"Used boat,Diesel",2013,16.04,5.06,GRP,Italy , Toscana ,64
3799,790000.0,EUR,790000.0,Motor Yacht,Fipa Italiana power boats,"Used boat,Diesel",2008,23.0,5.0,GRP,Croatia (Hrvatska) , Istra,31
3800,790000.0,EUR,790000.0,Motor Yacht,Riva power boats,"Used boat,Diesel",2000,23.98,6.16,unknown,Spain , Mallorca ,117
3801,769000.0,EUR,769000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2008,17.96,4.95,GRP,Netherlands , Op aanvraag - Auf Anfrage - On request,56
3803,767000.0,EUR,767000.0,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",0,15.46,4.32,GRP,Germany , Ostsee ,186
3804,764000.0,EUR,764000.0,Motor Yacht,Galeon power boats,"new boat from stock,Diesel",0,16.2,4.46,GRP,Germany , AB WERFT,74
3805,695000.0,GBP,792299.9999999999,Flybridge,Sunseeker power boats,"Used boat,Diesel",2005,23.09,5.64,unknown,United Kingdom ," Chatham, Royaume Uni",57
3806,760400.0,EUR,760400.0,Motor Yacht,Majesty Yachts power boats,"new boat from stock,Diesel",2020,14.98,5.0,unknown,United Arab Emirates , Dubai & VAE,54
3807,760000.0,EUR,760000.0,Flybridge,unknown,"Used boat,Diesel",2000,24.0,5.9,GRP,Italy , Veneto ,69
3808,759432.0,EUR,759432.0,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2020,13.82,4.06,unknown,France,,99
3809,756900.0,EUR,756900.0,Hardtop,Menorquin power boats,new boat from stock,0,16.5,5.0,unknown,Spain,,46
3810,750000.0,EUR,750000.0,Hardtop,Riva power boats,Used boat,2000,22.37,5.4,GRP,Italy , Sardegna ,92
3811,750000.0,EUR,750000.0,Motor Yacht,unknown,"Used boat,Diesel",2006,21.5,5.6,GRP,Italy , Sardegna ,49
3812,750000.0,EUR,750000.0,Motor Yacht,Canados power boats,"Used boat,Diesel",2007,22.8,5.8,GRP,Italy , Rom,92
3813,750000.0,EUR,750000.0,Motor Yacht,Absolute power boats,"Used boat,Diesel",2010,20.0,5.15,GRP,Croatia (Hrvatska),,50
3814,750000.0,EUR,750000.0,Motor Yacht,EVO power boats,"Used boat,Diesel",2008,23.04,5.8,GRP,Italy,,68
3815,750000.0,EUR,750000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,19.06,5.0,GRP,Croatia (Hrvatska),,65
3816,750000.0,EUR,750000.0,Flybridge,Maiora power boats,Used boat,2001,24.0,5.9,GRP,Netherlands , Willemstad,137
3817,750000.0,EUR,750000.0,Flybridge,Abacus power boats,"Used boat,Diesel",2011,21.47,5.43,unknown,Italy , Mare Adriatico,144
3818,750000.0,EUR,750000.0,Flybridge,Fairline power boats,"Used boat,Diesel",2007,20.16,5.4,unknown,Italy , Liguria ,69
3819,750000.0,EUR,750000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2009,21.17,5.07,GRP,Turkey , Gcek,91
3820,750000.0,EUR,750000.0,Motor Yacht,Rizzardi power boats,"Used boat,Diesel",2018,15.25,4.4,unknown,Italy , Nr.Rome,72
3821,750000.0,EUR,750000.0,Motor Yacht,Canados power boats,"Used boat,Diesel",2003,25.35,6.33,unknown,Spain , Mallorca ,158
3822,750000.0,EUR,750000.0,Motor Yacht,unknown,"Used boat,Diesel",2008,19.96,5.53,GRP,Croatia (Hrvatska),,55
3823,750000.0,EUR,750000.0,Motor Yacht,Princess power boats,Used boat,2016,14.6,4.06,GRP,Netherlands , Zeeland,182
3824,750000.0,EUR,750000.0,Motor Yacht,Riva power boats,Used boat,2013,13.4,3.88,GRP,Netherlands,,273
3825,749999.0,EUR,749999.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2014,16.0,4.0,GRP,Croatia (Hrvatska) , Dalmatia,65
3826,749500.0,EUR,749500.0,Motor Yacht,Riviera power boats,Used boat,2019,15.23,4.61,GRP,Sweden , Area Gothenburg,111
3827,810000.0,CHF,842400.0,Flybridge,Princess power boats,"Used boat,Diesel",2019,15.54,4.34,GRP,Croatia (Hrvatska) , Adria,230
3828,749000.0,EUR,749000.0,Trawler,Linssen power boats,Used boat,2005,14.95,4.88,Steel,Netherlands , Bestboats Roermond,92
3829,749000.0,EUR,749000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2011,19.39,4.99,GRP,Spain , Mallorca ,105
3830,749000.0,EUR,749000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,15.2,4.5,PVC,France ," LA GRANDE MOTTE, France",59
3831,749000.0,EUR,749000.0,Motor Yacht,Riva power boats,"Used boat,Diesel",2004,21.57,5.25,GRP,Spain , Mallorca ,322
3832,749000.0,EUR,749000.0,Hardtop,Sunseeker power boats,"Used boat,Diesel",2010,19.92,4.95,GRP,Spain , Costa Brava ,135
3833,720000.0,EUR,720000.0,Motor Yacht,unknown,"Used boat,Diesel",2003,23.45,5.95,GRP,Croatia (Hrvatska),,49
3834,720000.0,EUR,720000.0,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2003,23.45,5.95,GRP,Croatia (Hrvatska),,64
3835,719000.0,EUR,719000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,19.02,5.12,PVC,France ," CANET EN ROUSSILLON, France",58
3836,715000.0,EUR,715000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,22.56,5.73,GRP,Portugal , Lisboa,80
3837,715000.0,EUR,715000.0,Mega Yacht,Fairline power boats,"Used boat,Diesel",2005,22.51,5.7,GRP,Portugal , Lisbon,109
3838,700000.0,EUR,700000.0,Flybridge,unknown,"Used boat,Diesel",2008,21.7,5.35,GRP,Italy , Toscana ,115
3839,700000.0,EUR,700000.0,Hardtop,Cayman power boats,Used boat,2008,23.05,5.64,unknown,Italy , Toscana ,54
3840,700000.0,EUR,700000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,18.31,5.23,GRP,Portugal , Lisbon,126
3841,700000.0,EUR,700000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2004,24.5,5.8,GRP,Italy,,47
3842,700000.0,EUR,700000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,15.19,4.5,PVC,France ," La Napoule, La Napoule",102
3843,700000.0,EUR,700000.0,Working Boat,unknown,"Used boat,Diesel",1976,34.3,9.2,Steel,Netherlands , Omgeving Rotterdam,135
3844,699900.0,EUR,699900.0,Flybridge,Azimut power boats,"Used boat,Diesel",2002,22.45,5.51,GRP,Croatia (Hrvatska) , Kroatien,70
3845,699000.0,EUR,699000.0,Motor Yacht,Astondoa power boats,"Display Model,Diesel",2009,16.32,4.6,GRP,Spain , Informationen BCM-Yachtsales,98
3846,699000.0,EUR,699000.0,Flybridge,Gianetti power boats,Diesel,2012,18.8,4.87,unknown,Germany , Nordsee Holland,42
3847,699000.0,EUR,699000.0,Hardtop,Sunseeker power boats,Used boat,2013,18.36,4.7,GRP,Spain , Mallorca ,93
3849,699000.0,EUR,699000.0,Motor Yacht,unknown,"Used boat,Diesel",2004,22.0,5.7,unknown,Italy , Mittelmeer Italien,56
3850,699000.0,EUR,699000.0,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",0,14.2,4.32,GRP,Germany , NEUSTADT I.H.,101
3851,698649.0,EUR,698649.0,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",0,14.99,4.8,GRP,Germany , AB WERFT,70
3852,698000.0,EUR,698000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,16.1,4.5,PVC,Monaco , Sanremo,117
3853,698000.0,EUR,698000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2016,15.88,4.66,GRP,Spain , Costa Brava ,175
3854,698000.0,EUR,698000.0,Motor Yacht,Alen Yacht power boats,"Used boat,Diesel",2019,13.7,4.1,PVC,France,,124
3855,695000.0,EUR,695000.0,Motor Yacht,Riva power boats,Used boat,2012,16.12,4.61,GRP,Netherlands,,166
3856,695000.0,EUR,695000.0,Flybridge,Galeon power boats,"Used boat,Diesel",2017,14.35,4.37,unknown,Ukraine , Urkaine,99
3857,695000.0,EUR,695000.0,Motor Yacht,Prestige Yachts power boats,Used boat,2016,17.0,4.0,unknown,Netherlands,,75
3858,695000.0,EUR,695000.0,Motor Yacht,unknown,"Used boat,Diesel",2003,22.0,4.8,GRP,Germany , Rostock,68
3859,695000.0,EUR,695000.0,Motor Yacht,Itama power boats,"Used boat,Diesel",2006,17.0,4.75,PVC,France,,89
3860,695000.0,EUR,695000.0,Hardtop,Windy power boats,"Used boat,Diesel",2017,14.8,3.98,GRP,Spain , Mallorca ,77
3861,695000.0,EUR,695000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,18.29,4.97,GRP,France , Golfe Juan,65
3862,695000.0,EUR,695000.0,Motor Yacht,van der Heijden power boats,Used boat,2015,15.68,4.85,Aluminium,Netherlands,,147
3863,695000.0,EUR,695000.0,Motor Yacht,Riva power boats,Used boat,2012,13.4,3.88,GRP,Netherlands,,350
3864,680000.0,EUR,680000.0,Flybridge,Mochi Craft power boats,"Used boat,Diesel",2008,16.65,4.9,GRP,Italy , Informationen BCM-Yachtsales,165
3865,680000.0,EUR,680000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2004,24.5,5.8,unknown,Italy , Campania ,75
3866,680000.0,EUR,680000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,21.98,5.46,GRP,Italy , Licata,58
3867,680000.0,EUR,680000.0,Mega Yacht,Maiora power boats,"Used boat,Diesel",2006,21.38,5.6,GRP,Italy , Calabria ,74
3868,680000.0,EUR,680000.0,Sport Boat,unknown,"Used boat,Diesel",2019,14.0,4.2,GRP,Italy , Mar Tirreno,56
3869,680000.0,EUR,680000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2014,16.66,4.75,unknown,Italy , Aprilia Marittima di Latisana (UD),102
3870,679900.0,EUR,679900.0,Passenger boat,unknown,Diesel,1991,33.33,5.16,Steel,Germany , Bad Ems/Lahn,112
3871,679000.0,EUR,679000.0,Motor Yacht,unknown,"Used boat,Diesel",2019,14.0,4.2,unknown,France,,87
3872,678300.0,EUR,678300.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2019,13.35,4.4,GRP,Germany , INFO DD-YACHTING,71
3873,675000.0,EUR,675000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,16.31,4.5,PVC,France ," Port Grimaud, Port Grimaud",64
3874,675000.0,EUR,675000.0,Flybridge,Prestige Yachts power boats,"Used boat,Unleaded",2017,15.2,4.5,PVC,France ," Les Marines de Cogolin, France",99
3875,675000.0,EUR,675000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,15.2,4.5,PVC,France ," Les Marines de Cogolin, Les Marines de Cogolin",104
3876,674999.0,EUR,674999.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2017,15.2,4.5,PVC,France ," Saint-Tropez, France",47
3877,671154.0,EUR,671154.0,Flybridge,Cobrey power boats,"new boat from stock,Diesel",2020,15.6,4.61,GRP,Switzerland , Lake Constance ,350
3878,670000.0,EUR,670000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,17.92,4.79,PVC,France ," LA ROCHELLE, LA ROCHELLE",85
3879,670000.0,EUR,670000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,22.86,5.46,GRP,Italy , La Spezia,63
3880,670000.0,EUR,670000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,22.6,5.7,unknown,Italy , Tirreno,43
3881,670000.0,EUR,670000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",2007,20.6,5.6,GRP,Italy , Liguria ,78
3882,669000.0,EUR,669000.0,Motor Yacht,Dominator power boats,"Used boat,Diesel",2008,20.8,5.5,unknown,Montenegro , Montenegro,62
3883,666000.0,EUR,666000.0,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",0,14.2,4.32,GRP,Germany , Ostsee ,220
3884,661870.0,EUR,661870.0,Trawler,Cranchi power boats,new boat from stock,2020,13.8,4.37,GRP,Netherlands , onbekend,109
3885,659000.0,EUR,659000.0,Flybridge,Sealine power boats,"Used boat,Diesel",2005,17.7,4.84,unknown,France,,38
3886,659000.0,EUR,659000.0,Flybridge,Absolute power boats,"Used boat,Diesel",2014,16.0,4.46,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,94
3887,711541.0,CHF,740002.64,Sport Boat,Windy power boats,"new boat from stock,Diesel",2020,11.72,3.33,GRP,Switzerland , Vierwaldst¤ttersee ,370
3888,600000.0,GBP,683999.9999999999,Trawler,unknown,Used boat,1934,35.0,5.02,Steel,United Kingdom , Londen,71
3889,599000.0,GBP,682859.9999999999,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,16.46,4.3,GRP,Spain , Port d'Andratx,97
3890,657000.0,EUR,657000.0,Motor Yacht,Galeon power boats,"Used boat,Diesel",2018,14.98,4.25,GRP,Germany , INFO DD-YACHTING,74
3891,656920.0,EUR,656920.0,Motor Yacht,Prestige Yachts power boats,Used boat,2016,14.96,4.54,GRP,Netherlands,,45
3892,4875000.0,DKK,633750.0,Motor Yacht,unknown,"new boat from stock,Diesel",2000,22.0,5.6,GRP,Denmark , Frankrig,41
3893,655000.0,EUR,655000.0,Trawler,unknown,"Used boat,Diesel",2004,14.97,4.94,unknown,France ," Lorient, France",64
3894,595000.0,GBP,678300.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2009,18.59,5.0,GRP,Greece , Athens,41
3895,649000.0,EUR,649000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,19.0,5.0,GRP,Croatia (Hrvatska) , Dalmatia,67
3896,649000.0,EUR,649000.0,Sport Boat,Frauscher power boats,"Used boat,Unleaded",2016,13.0,3.0,PVC,Spain ," Palma, Espagne",100
3897,649000.0,EUR,649000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,19.6,5.0,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL TROGIR,73
3898,649000.0,EUR,649000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",2015,16.61,4.45,GRP,Netherlands , Niederlande,231
3899,649000.0,EUR,649000.0,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,21.95,5.46,GRP,Italy , Imperia,34
3900,649000.0,EUR,649000.0,Motor Yacht,Windy power boats,"Used boat,Diesel",2017,14.84,3.99,GRP,Spain , Mallorca ,63
3901,649000.0,EUR,649000.0,Motor Yacht,Fairline power boats,Used boat,2019,14.2,4.32,GRP,Finland ," Turku, (FI)",157
3902,649000.0,EUR,649000.0,Flybridge,Princess power boats,"Used boat,Diesel",2007,20.42,5.23,GRP,Turkey,,76
3903,645000.0,EUR,645000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,15.75,4.29,GRP,Spain , Valencia,69
3904,645000.0,EUR,645000.0,Flybridge,Princess power boats,"Used boat,Diesel",2007,20.0,5.18,unknown,Italy , Liguria ,171
3905,645000.0,EUR,645000.0,Flybridge,Dominator power boats,"Used boat,Diesel",2007,19.75,5.15,GRP,Greece,,24
3906,645000.0,EUR,645000.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,15.79,4.3,GRP,Spain , Valencia,89
3907,643790.0,EUR,643790.0,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",0,12.91,5.96,GRP,Germany , Ostsee ,69
3908,643440.0,EUR,643440.0,Motor Yacht,Fjord power boats,"new boat on order,Diesel",2020,13.45,4.25,PVC,France,,75
3909,643145.0,EUR,643145.0,Motor Yacht,Brizo Yachts power boats,"new boat from stock,Diesel",2020,12.0,3.5,unknown,Finland , Ostsee ,88
3910,585000.0,GBP,666900.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2019,13.93,4.33,GRP,United Kingdom , Swanwick,45
3911,585000.0,GBP,666900.0,Hardtop,Fairline power boats,"Used boat,Diesel",2019,13.9,4.32,unknown,United Kingdom , Jersey ,243
3912,640000.0,EUR,640000.0,Center console boat,Riva power boats,"Used boat,Diesel",2006,16.12,4.61,unknown,France,,119
3913,640000.0,EUR,640000.0,Passenger boat,unknown,"Used boat,Diesel",1903,69.71,8.41,Steel,Netherlands , Omgeving Nijmegen,98
3914,639000.0,EUR,639000.0,Motor Yacht,Monte Carlo power boats,"Used boat,Diesel",2019,15.1,4.27,unknown,Croatia (Hrvatska) , Croatia,55
3915,579950.0,GBP,661143.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,15.79,4.3,GRP,United Kingdom , Swanwick,64
3916,575000.0,GBP,655500.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,15.79,4.3,GRP,Spain , Mallorca ,102
3918,630000.0,EUR,630000.0,Motor Yacht,Dominator power boats,"Used boat,Diesel",2008,19.76,5.15,GRP,Italy , Sizilien,36
3919,630000.0,EUR,630000.0,Motor Yacht,Dalla Pieta power boats,"Used boat,Diesel",2008,18.67,5.0,unknown,Germany , Informationen BCM-Yachtsales,59
3920,630000.0,EUR,630000.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,17.92,4.79,PVC,France ," LA GRANDE MOTTE, France",85
3921,629000.0,EUR,629000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,17.88,4.95,GRP,Netherlands , Wanssum,27
3922,629000.0,EUR,629000.0,Flybridge,unknown,"Used boat,Diesel",2013,18.11,4.9,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL,42
3923,629000.0,EUR,629000.0,Flybridge,Azimut power boats,"Used boat,Diesel",2004,22.85,5.51,GRP,Croatia (Hrvatska) , Kroatien ,310
3924,625000.0,EUR,625000.0,Hardtop,Sunseeker power boats,"Used boat,Diesel",1999,24.38,5.89,GRP,Spain , Mallorca ,77
3925,625000.0,EUR,625000.0,Flybridge,Princess power boats,"Used boat,Diesel",2011,16.57,4.57,GRP,Croatia (Hrvatska),,64
3926,625000.0,EUR,625000.0,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,15.1,4.27,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,63
3927,600000.0,EUR,600000.0,Motor Yacht,Falcon Yachts power boats,"Used boat,Diesel",1995,27.5,6.1,GRP,Greece,,85
3928,600000.0,EUR,600000.0,Motor Yacht,unknown,"Used boat,Diesel",2001,24.0,5.9,GRP,Italy , Sicilia ,77
3929,600000.0,EUR,600000.0,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2012,19.48,5.11,GRP,Portugal , Algarve,145
3930,600000.0,EUR,600000.0,Flybridge,Sunseeker power boats,"Used boat,Diesel",2000,22.6,5.43,GRP,Italy , Mar Tirreno,60
3931,600000.0,EUR,600000.0,Hardtop,Jaguar power boats,Used boat,2010,23.94,5.8,GRP,Italy , Liguria ,87
3932,600000.0,EUR,600000.0,Trawler,unknown,"Used boat,Diesel",2003,22.0,4.92,Steel,Turkey , Southern Turkey,69
3933,600000.0,EUR,600000.0,Motor Yacht,Riva power boats,"Used boat,Diesel",2002,18.59,4.75,GRP,Greece , Paleo Faliro,40
3934,600000.0,EUR,600000.0,Passenger boat,unknown,"Used boat,Diesel",1939,86.55,9.3,Steel,Netherlands , Omgeving Arnhem,109
3935,600000.0,EUR,600000.0,Motor Yacht,Tiara power boats,"Used boat,Diesel",2008,18.53,4.83,unknown,Italy , Liguria ,28
